video_id,comment
MieBlLblZxQ,sekilas gua kira abu janda wkwk
MieBlLblZxQ,Volume suaranya terlalu kecil semoga bisa jadi masukan
MieBlLblZxQ,Terlepas dari suara mic yg blum sempurna. Menurut sya ini podcast yg berkelas.
MieBlLblZxQ,"Yang gw lihat dan dengarkan durasi hanya 30 menit. Tolong di perlama lagi. Terimakasih<br><br><br><br>Ga butuh komentar alay, lebay kan itu menurut masing2. Terimakasih.<br><br>Enjoy"
MieBlLblZxQ,"keren banget podcast ini membuka wawasan luas mengenai sesuatu yang jarang diketahui tentang kedokteran dari sdm dokternya. keren sih. benar2 menyimak dengan seksama sampai tidak sadar sudah satu jam lebih menonton podcast ini. bisa dibilang di podcast ini berhasil menemukan sisi lain dari keberanian dokter tirta yang tidak hanya berani untuk mengedukasi pasien melalui video2 yt, tetapi berani mengkritik jajaran atas seperti IDI dan Kementerian."
MieBlLblZxQ,GLORY GLORY MAN UNITED..!!
MieBlLblZxQ,GLORY GLORY MAN UNITED..!!
MieBlLblZxQ,GLORY GLORY MAN UNITED..!!
MieBlLblZxQ,"Ada salah satu dokter yg katanya &quot;pakar&quot; neuroscience, dia beberapa mengcounter orang awam yg mengkritisi dokter dengan modal dari google dan jurnal kesehatan .. dia menekankan bahwa dokter itu pendidikannya lama dan panjang, orang awam jangan sok kritis meski bermodal jurnal kesehatan .."
MieBlLblZxQ,"Gua tau nih, bahkan banyak argumen dia gak berbobot padahal sudah ada jurnalnya. Agak disayangkan padahal beliau dokter."
MieBlLblZxQ,"Endingnya gorengan pisang bosok, artinya korupsi Indonesia dari tingkat atas sampai tukang gorengan 😂"
MieBlLblZxQ,"Ini bikin podcast tapi audio ga diperhatikan, sayang banget. Lain kali kalo talentnya ga terbiasa pake mic coba pake clip on aja"
MieBlLblZxQ,"Konten bagus dan menarik <br>Sedikit saran buat feri dan coki, beberapa kali di 1/3 awal video, saat narasumber sedang serius menjelaskan secara detail tapi malah langsung dipotong, tolong kedepannya intropeksi dan evaluasi sebagai bentuk menghargai lawan bicara"
MieBlLblZxQ,Nah nah 😂
MieBlLblZxQ,"Bang Ferry &amp; Paman Coki, you guys are deadly duo for this kind of conversation, terima kasih buat konten ini bersama dr. Tirta. Btw potongan baru Paman cocok &amp; looks good wkwk"
MieBlLblZxQ,Yang mulai Malaka please undang pak Gita Wirjawan ❤
MieBlLblZxQ,"wait gw ga nangkep di menit <a href=""https://www.youtube.com/watch?v=MieBlLblZxQ&amp;t=2361"">39:21</a> kenapa dr tirta ngomong dokter anestesi gabisa work balance, apa emg terkait dgn jobdescnya kah?"
MieBlLblZxQ,"Ga bisa. Krena mreka harus standby kapanpun. Krena banyak gawat drurat yg butuh anestesi, dan ga bisa diprediksi."
MieBlLblZxQ,Bahkan saat tidur harus ready siap bangun terus berangkat ke rumah sakit buat anestesi.
MieBlLblZxQ,@@cipengcipeng8558 i see
MieBlLblZxQ,@@brightfuture3746 aaaa i see
MieBlLblZxQ,"germ is nothing, terrain is everything"
MieBlLblZxQ,Audioooooo woyyyyy
MieBlLblZxQ,"makanya RS harus punya paten formularium obat. jadi dokter tidak bisa menggunakan obat diluar formularium yg telah ditentukan, tinggal ketegasan dari manajemen RS aja"
MieBlLblZxQ,Stang mic-nya dokter Tirta ganggu😂
MieBlLblZxQ,nice 👍
MieBlLblZxQ,Ujung nya pisang boso😅
MieBlLblZxQ,"Makasih banget udah mau bahas soal Industri medis, soalnya temen gua yg masih kuliah S1 kedokteran juga belum paham bgt sama hal-hal kaya gini."
MieBlLblZxQ,DAGING
MieBlLblZxQ,info dong yg tau kemeja dr.tirta
MieBlLblZxQ,Ngerokok pas wawancara dengan narasumber seorang dokter. Luar biasa
MieBlLblZxQ,dan dokternya juga seorang eks perokok
MieBlLblZxQ,Menurutku bukan luar biasa tapi tidak sopan lah
MieBlLblZxQ,"bukannya dr tirta sebelumnya juga perokok ya, jadi dia tetep bisa respect ke para perokok"
MieBlLblZxQ,"​@@StayFoolishAndKeepLearning iya loh aku td jg mkir kyk komen diatas, mgkn kk diatas komen jg krna skrg dktr tirta dah gk merokok dan jaga pola hidup sehat, apalagi 22nya yg mrokok. Tp mmg aku sring lht dia malah yg lbh mghargai perokok pas podcast gitu, hrsnya sih sbaliknya ya."
MieBlLblZxQ,"@@StayFoolishAndKeepLearning  td aku jg mkir kyk kk diatas, soalnya kan Dr. Tirta skrg sdh gk mrokok dan jaga pola hdp sehat. Tp emg aku prhatikan dia slalu mghargai perokok pas podcast, hrsnya sih sbaliknya ya. Cuma aku positif thinking apa mgkn disitu ada smacam exhaust fan atau apa, dan jrak jg ckup jauh brgkali ya.<br><br>Edit: di prtnghn dijelaskan mreka sdh mminta izin sblmnya"
MieBlLblZxQ,&quot;pantes wifi di rumah sakit lemot ya&quot; 🤣🤣
MieBlLblZxQ,"bang.. lu mesti belajar terrain model, natural hygiene, bahkan ada komunitasnya, komunitas terrain model indonesia."
MieBlLblZxQ,"Menit ke <a href=""https://www.youtube.com/watch?v=MieBlLblZxQ&amp;t=1735"">28:55</a> yang di singgung Dr. Tirta itu siapa yak? Yang katanya bukan orang biasa, mohon bantu jawab"
MieBlLblZxQ,"terlalu daging ini, keren"
MieBlLblZxQ,Coba undang bu sri mulyani project besarr sih ini 😭.. bu sri+dr tirta+panji 🔥🔥🔥🔥
MieBlLblZxQ,"Jadi melek mata gw yg tadinya ngantuk, nice podcast!"
MieBlLblZxQ,"<a href=""https://www.youtube.com/watch?v=MieBlLblZxQ&amp;t=4422"">1:13:42</a> punch line nya wa😹"
MieBlLblZxQ,"kalo yg di omongin dr tirta bener... indonesia golden ga sampe 2080 keknya, dengan angkatan dia dan angkatan seumuran gini ada diatas, di setiap lini... keknya masih ok sih... Indonesianya wkwkwkwkw masalahnya yg tua2 aja......"
MieBlLblZxQ,Kok ga adaa komentar judol ya
MieBlLblZxQ,"Ternyata dokter tirta tidak berkutik di depan ferry dan coki, pancingan nya kemakan semua😂🤣🤣"
MieBlLblZxQ,"Kalo ga kemakan, slesai dong podcastnya dari menit 3 wkwkww"
MieBlLblZxQ,Gile gilee cipeng 🔥🔥🔥🔥🔥
MieBlLblZxQ,"Hampir ga percaya gue,  ga sadar lu semua,  dr tirta 11,12 mirip dony yen"
MieBlLblZxQ,Gain suaranya mas tirta kecil. Tolong di perbaiki
MieBlLblZxQ,wew
MieBlLblZxQ,Gk jelas suaranya kadang kecil kadang besar
MieBlLblZxQ,keren
MieBlLblZxQ,"bagus banget podkes ini, goodjob malaka 👏"
MieBlLblZxQ,yes
MieBlLblZxQ,ILMU SEMUA masyaAllahh 🫶🫶
MieBlLblZxQ,"<a href=""https://www.youtube.com/watch?v=MieBlLblZxQ&amp;t=5325"">1:28:45</a> harapan??? <br><br>Ekspresi ketika harapan itu cuma seperti angin yang berhembus doank"
MieBlLblZxQ,"Gw mantan detailer, dan itu fakta😅"
MieBlLblZxQ,Podcast tu penting suara bg bukan cinematic
MieBlLblZxQ,Om coki makin ganteng aja 😊😊 cocok potongan rambutnya..
MieBlLblZxQ,"sebenarnya ini juga salah satu concern saya sama suaranya coki,bikin trauma tiba tiba &quot;WKAKAKWKWKAKWKAK&quot; tolong di perbaiki <br><a href=""http://www.youtube.com/results?search_query=%23sayangmalaka"">#sayangmalaka</a>"
MieBlLblZxQ,"saran dr Tirta ttg barrier entry ini berlaku bukan hanya untuk masuk kedokteran, tp perlu (harus) diterapkan ke jurusan kependidikan (calon guru) juga."
MieBlLblZxQ,Tapi tingkatkan juga gaji guru minimal UMR. Jangan lagi ada yang digaji 10.000 rupiah per jam pelajaran
MieBlLblZxQ,"Lahkan itu udah dibilang juga soal barrier entry ada disemua sektor &quot;berseragam&quot; Putih, Coklat, hijau, dan termasuk pns juga."
MieBlLblZxQ,Kepolisian juga. Jangan yg masuk orang yg mentalnya adu otot
MieBlLblZxQ,Sudah. Dgn adanya ppg
MieBlLblZxQ,Setuju.... Kita butuh kualitas bukan kuantitas
MieBlLblZxQ,wowwww
MieBlLblZxQ,"Gilak gua salut dgn dr. Tirta, thanks malaka👌"
MieBlLblZxQ,aku suka lantangnya dr.tirta
MieBlLblZxQ,gue selalu suka klo ada coki
MieBlLblZxQ,Podcast tertebesttt yg pernah ku tonton
MieBlLblZxQ,"Kenapa Alat kesehatan mahal, selain pajak yang mahal, di situ juga banyak gratifikasi &amp; suap menyuapnya, alat 5M persentase yg bisa di dapat 5-15% dari harga netto, dari situ yang menjadikan biaya tindakan mahal sekali..."
MieBlLblZxQ,"Tlg itu teman pak fery jgn yak yak ham hm ketika narasumber menjelaskan, kami tahu kalian paham tpi ya tlg, pendengarmu mungkin tdk sedikit yg risih mendengar yak yak ham hm ketika narasumber menjelaskan."
MieBlLblZxQ,Yak hmm yak
MieBlLblZxQ,"Beginilah Dr. Tirta kalo ketemu host yg gacor. Good questions, good answers, education, comedy, langkap pokoknya. Thanks Pak Ferry, Uncle Coki &amp; Dr. Tirta🔥"
MieBlLblZxQ,"maaf, Dr. atau dr. yaaa?"
MieBlLblZxQ,udah Dr. dr. juga cipeng​@@ilhamjayarahmanda586
MieBlLblZxQ,"dokter yg bener. dokter harus sekolah kedokteran, Dokter ga mesti dari kedokteran"
MieBlLblZxQ,"​@@muhammaddimasprihandoyo68 maksudnya sudah pas mas, tapi salah singkatannya aja. dr= dokter (medis), Dr=doktor/doktoral (lulusan S3)"
MieBlLblZxQ,Bedakan Doctor sama Dekter
MieBlLblZxQ,"ASIK NIHH DOKTER TIRTA ASIKKK KALI INI<a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>"
MieBlLblZxQ,Edaan gw berasa banget penuh nih kepalanya setelah mendengarkan ceramah dr Tirta pengpeng
MieBlLblZxQ,🔥🔥🔥🔥🔥🔥🔥
MieBlLblZxQ,Dokter tirta for menkes 🤟🫰
MieBlLblZxQ,"<a href=""https://www.youtube.com/watch?v=MieBlLblZxQ&amp;t=4178"">1:09:38</a> Dayumm🔥🔥"
MieBlLblZxQ,"<a href=""https://www.youtube.com/watch?v=MieBlLblZxQ&amp;t=4400"">1:13:20</a> fix dokter mata saya gob***"
MieBlLblZxQ,p
MieBlLblZxQ,Menit ke 47.50 ngakak sumpah😂
MieBlLblZxQ,Terimakasih sudah menyajikan podcast yang berdaging❤
MieBlLblZxQ,"Coki: hmmm,iya,iya,oke,iya,hmmm."
MieBlLblZxQ,Gilaa ini salah satu termantap😂
MieBlLblZxQ,Isinya daging semua.. semoga .. murid2 dr tirta . Mengubah sisi gelap ini 🙏🏻🙏🏻
MieBlLblZxQ,"Finally, coki ferry, dan tirta di 1 set 😂"
MieBlLblZxQ,Suaranya kenceng pas ketawa doang kaya DPR liat rakyatnya.
MieBlLblZxQ,betul... senioritas sejati emang setelah lulus... 😂
MieBlLblZxQ,"Yoi. Harus izin sana sini, sowan sana sini cuma demi bisa &quot;praktek&quot;"
MieBlLblZxQ,nyimak
MieBlLblZxQ,"Pertama-tama, gw mau apresiasi banget buat Paman Coki, pertanyaan dan cara penarikan kesimpulan lu sangat amat baik sebagai host sehingga semua poin tersampaikan dengan rapi. <br><br>Buat Bang Ferry, gw sebagai mahasiswa kesehatan turut menyesal &amp; sedih terhadap sistem yang ga penting yang akhirnya menghalangi mimpi banyak orang, tapi dengan ilmu yang lu punya sekarang &amp; mimpi besar untuk membuat Indonesia lebih baik, gw rasa Tuhan punya jalannya untuk tetap membuat lu jadi orang yang ber-impact.<br><br>Terakhir, Dokter Tirta, terima kasih udah menjadi sumber inspirasi gw dalam berpikir &amp; membentuk kepribadian gw menjadi seorang calon nakes yang baik. Yes, we do need the harshest truth &amp; we need cocal doctors to advocate for the best course of action in medicine. Terus berkarya Dokter Tirta, salam dari saya calon sejawat anda"
MieBlLblZxQ,Jaman2 dr. Tirta rambut merah saat itu juga jamannya coki masih pake sabu
MieBlLblZxQ,​@@ahtiarkecro1586apasi gblk ga nyambung komen lu
MieBlLblZxQ,"Selamat bertugas !, Kami serahkan nyawa kami ditangan kalian."
MieBlLblZxQ,Buat kameramen dan video editor ga ada komen bang?
MieBlLblZxQ,Bener bang. Gegara buta warna yg pada dasarnya bukan kita lakuin(genetik) malah di Persulit oleh aturan negara sendiri
MieBlLblZxQ,Pantas wifi dirumah sakit jelek ya -coki pardedey-😅😅😅😅 iyalagi iyalagi
MieBlLblZxQ,"Intinya Indonesia ini benar2 sudah gelap hampir disemua aspek, ranah dan bidang"
MieBlLblZxQ,"@@MIM0991 karena solusinya hanya agama, dan ternyata tidak bisa merubah akhlak manusia, harusnya merambah ke sains..solusinya teknis"
MieBlLblZxQ,&quot;bosok cuk..&quot; 😂
MieBlLblZxQ,mantap
MieBlLblZxQ,isinya bagus tp sayang suara nya kalo pala host/narsum meleng dikit suaranya ilang 😢
MieBlLblZxQ,Seru pembahasannya 👌
MieBlLblZxQ,"Terima kasih dok, edukasinya selama ini, kamu peduli dengan kesehatan rakyat Indonesia.<br>Ferri kamu banyak ilmu sehingga bisa bertanya persoalan medis, karna pernah belajar juga.<br>Coki menanyakan tentang sosial yang di pertanyakan rakyat kecil.<br>Menyesal sekali jadi orang bodoh.<br>Semoga generasi Z dan alfa mampu naikan level SDM yang kritis."
MieBlLblZxQ,&quot;Pantes wifi di RS Agak jelek yah&quot; 🫣🤣
MieBlLblZxQ,"Salah satu solusi adalah mengurangi SIP maksimal jadi 2. Biar dokter fokus memberikan pelayanan, bukan ngejar uang. Agar supaya sebaran dokter juga semakin merata, tidak hanya banyak di kota besar saja."
MieBlLblZxQ,Paman lebih fresh lebih glowing
MieBlLblZxQ,geloo isi daging + kopi ini mah kelass episod ni
MieBlLblZxQ,"Pisang bosok ra marai mati dok, ada organ tubuh yang mengolah 😂"
MieBlLblZxQ,"btw, buat tukang gorengannya ngga di spill juga nihh🤣"
MieBlLblZxQ,Itukan yg celana pendek dokter juga itu
MieBlLblZxQ,diedit dong audionya biar gain nya stabil
MieBlLblZxQ,"hipotesa yang kena ke semua bidang, people is the key, SDM yang jadi harapan suatu bangsa, SDM juga yang jadi ancaman bagi suatu bangsa. people gobl*k yg bikin negara bobrok"
MieBlLblZxQ,"Dokter jancox..<br>Tapi, q CINTA DR TIRTA..<br>Kencangkan terus suaramu DR TIRTA yg TERHORMAT.."
MieBlLblZxQ,👍🤘👍🤘👍🤘👍🤘
MieBlLblZxQ,Bang coba undang bennix dong
MieBlLblZxQ,"Editornya kureng bgt, ganti ma gw aja lah"
MieBlLblZxQ,"pengen motong bagian &quot;ngasih bensin&quot; , kocak banget wkwkwkw"
MieBlLblZxQ,"Podcast yg bagus banyak hal menarik dari perbincangan kali ini, good job Malaka 🎉"
MieBlLblZxQ,"<a href=""https://www.youtube.com/watch?v=MieBlLblZxQ&amp;t=5430"">1:30:30</a> ITU REAL banget aku liat videonya dan keliatannya njelasinnya seolah ilmiah banget, orang awam bakal percaya wkwkwkkw"
MieBlLblZxQ,Minta resep narkoba legal cok
MieBlLblZxQ,cokiii knp cakep bgttt model rambut begini
MieBlLblZxQ,Iya lo rapi ganteng si paman
MieBlLblZxQ,Bener bgt 🙂
MieBlLblZxQ,"<a href=""https://www.youtube.com/watch?v=MieBlLblZxQ&amp;t=4443"">1:14:03</a> emang wifi di rs jelek sih 😂"
MieBlLblZxQ,"ngasih besin 2x <a href=""https://www.youtube.com/watch?v=MieBlLblZxQ&amp;t=2860"">47:40</a>"
MieBlLblZxQ,"yah malas ada coki, bete gua"
MieBlLblZxQ,🎉🎉🎉🎉
MieBlLblZxQ,KECILL BENERR SUARANYAAA KYK GAJI UMR GUAA😢
MieBlLblZxQ,DAGING SEMUA INI
MieBlLblZxQ,"Biaya kesehatan mahal karena faskes, faskes menentukan mahal karena pajak yg mahal. Penentuan pajak dari peraturan. Peraturan produk dari..."
MieBlLblZxQ,coki putih anying
MieBlLblZxQ,Ngapain ada si kehed  coki
MieBlLblZxQ,"seru bgt anjir, baru kali ini lock in nonton org ngobrol"
MieBlLblZxQ,"pendapat saya pribadi lebih baik makan gratis karena nantinya roda ekonomi bakalan jalan, walapun pendidikan gratis tpi tempat untuk untuk menampung lulusan pendidikan ini sedikit, sisanya mau kerja apa"
MieBlLblZxQ,"Lebih baik 18000 lapangan kerja, biar orang tua yg mikir makan anaknya"
MieBlLblZxQ,keinget dulu daftar kedokteran kalah saing sama duit. Di sisi lain kampus-kampus bagian prindavan nerima maba dengan barier entry kedua dengan kemampuan di SMA yang seadanya. Dan sekarang saya masuk teknik ugm yang ternyata isinya orang-orang serupa yang gagal masuk FK gara-gara barier entry itu wkwkwk
MieBlLblZxQ,cakep bgt visualnya
MieBlLblZxQ,Tolong lah audio nyaa
MieBlLblZxQ,"Setuju masalah di indonesia itu PEOPLE nya. Banyak manusianya Ga terima kenyataan (ga bisa tapi maksa) akhirnya posisi/profesi diisi org goblok. Padahal klo mawas diri, berkaca dan ambil sesuai kemampuan, indonesia bakal maju. Ga harus lu jadi penegak hukum klo integritas dan moral lu ga baik. Ga harus jadi dokter klo kemampuan dan hasil tes akademis lu jelek. Ga harus jadi Sarjana klo lu cuma mau titel tapi ga mau belajar dan menerapkan ilmu lu sesuai kapasitas. JUJUR sm DIRI SENDIRI, klo lu bisa JUJUR dan TANGGUNG JAWAB sm apa yg lu ambil, semua aman."
MieBlLblZxQ,"coki jangan ya ya mulu napa wkwkwk suara dr tirta kecil tapi ya ya dia bocor mulu wkwkwk no effense bukan haters coki juga ,, tapi pas konsen denger penjelasan nya lama2 kenapa annoy sendiri kwwkwk"
MieBlLblZxQ,Ending yg sangat bikin ngakak.... bosok cok cok... 😂😂😂
MieBlLblZxQ,"entar dulu revolusi pendidikan, kita revolusi kesehatan dulu."
MieBlLblZxQ,suara coki ganggu banget cuk bkin gak fokus
MieBlLblZxQ,"Cipeng gak ada obat, gamblang dan tetep ngerti batesan"
MieBlLblZxQ,persis film pain hustlres
MieBlLblZxQ,Semakin gw ngikutin malaka semakin tau ternyata banyak kesamaan coki dan fery wkwkwk
MieBlLblZxQ,Ferry kyk nya menyesal pernah nongol di podcast dokter atlantis 🗿
MieBlLblZxQ,ini langsung asal upload apa gimana dah volume pelan bgt gini woy editor kerja satttttt!!!!
MieBlLblZxQ,Ngakak makan gorengan😂
MieBlLblZxQ,Sebagai orang  di luar lingkungan medis I got an awesome new point of view❤
MieBlLblZxQ,saya pelajar sma kelas dua yang mana saya awam akan dunia medis atau apapun yang kalian bicarakan. saya juga memiliki mimpi menjadi dokter yang mana sudah saya pendam sejak beberapa bulan belakangan karena di hadapkan fakta bahwa biaya itu mahal dan podcast ini menggugah kembali mimpi saya. semoga tumbuh podcast seperti ini lagi di sela sela kebodohan masyarakat
MieBlLblZxQ,"itulah, kapitalisasi dunia medis diawali dengan tinggi nya biaya pendidikan kedokteran, harus nya pendidikan kedokteran itu gratis di subsidi negara dan kalo udh lulus otomatis jadi pns supaya ga banyak yang jadi dokter supaya &quot;bisa kaya raya&quot;"
MieBlLblZxQ,"Dokter tirta nongkrong yuk, suka bget yg akademis kyk gini❤❤❤"
MieBlLblZxQ,Anjir tirta koyok hideki tojo cok kurang kumis e tok😂😂😂
MieBlLblZxQ,"Juara ini editor nya, Quality Video nya best !.. Angle, Jump Cut, segala macem perfect!!! Maju terus malaka Project!"
MieBlLblZxQ,"Dulu saya pikir saya paling takut nonton film horror, ternyata enggak ada apa2nya dengan kondisi kedokteran indonesia sekarang... semoga kita sehat2 semua dan kalau sakit semoga dapat dokter yang berkompeten, amin ya robbal alamin..."
MieBlLblZxQ,"Bang Fer,Dokter Tirta,Bang Coki saya angkat topi buat kalian 🔥"
MieBlLblZxQ,"gw agak berharap ada yg nanya soal kontroversi pas pandemi covid, lebih mau tau gimana kasusnya vaksin dalam negeri, merah putih dan nusantara yg kyk ditutupin dan gk pernah beredar sedangkan vaksin asing dipercepat peredarannya"
MieBlLblZxQ,"Dr Tirta nih, seneng bgt dengar pendapat dokter, penceramah, aktor dll yg ngobrol lebih luas lagi dan selalu nnton kemanapun beliau-beliau datang"
MieBlLblZxQ,"Hadeh kecil bener suaranya ,kalo ngedit volume jangan diturunin 50% lupa nikin kan wkwkwk"
MieBlLblZxQ,"setuju, kayaknya di beberapa negara, sektor pendidikan dan kesehatan lah yang jadi concern utama, bukan malah hanya jadi sektor pendukung. pendidikan dan kesehatan gratis sangat setuju asalkan<br>1. sistem pendidikan dan kesehatan yang baik, apabila memang sulit untuk membuat sistem sendiri, adaptasi atau kerjasama dengan negara yg sudah maju di sistem pendidikan dan kesehatannya<br>2. pendidikan dan kesehatan gratis bukan berarti sistem, kurikulum, pelayanan, dsb asal asalan, tapi tetap harus maksimal, buat apa kalo gratis tapi kurikulumnya tidak bagus atau pelayanan dan fasilitas pendidikan dan kesehtaan nya biasa biasa saja, akhirnya output SDM dibidang pendidikan dan output kesehatan masyarakatnya malah tidak bagus<br>3. setuju dengan dr tirta, para pengajar dan nakes bukan hanya panggilan jiwa dan pekerjaan yang mulia dan sosial, tapi bukan berarti kesejahteraan mereka tidak dipikirkan, setauku seperti di Jepang, guru/pengajar dan nakes, merupakan pekerjaan dengan penghasilan tinggi, coba lah pikir, misal 1 dokter baik dokter umum atau spesialis dengan bekerja di 1 tempat saja sudah sejahtera karena gajinya tinggi/cukup, maka tidak akan ada yg namanya dokter praktiknya telat atau antrian lama dan tidak akan ada senggol menyenggol rebutan tempat praktik<br><br>gue yakin, kalo semua ini bener bener diutamakan atau diprioritaskan, maka indonesia bakalan maju."
MieBlLblZxQ,"Ngadopsi Sistem Negara Maju?<br>    Lu kira sistem pendidikan dan kesehatan negara maju bisa dicopy-paste gitu aja? Negara maju itu udah berpuluh-puluh tahun bangun sistemnya dengan ekonomi yang kuat, pajak tinggi, dan budaya kerja yang disiplin. Indonesia? Masih struggling di level administrasi, korupsi merajalela, dan mentalitas “yang penting gratis” masih kental. Mau adaptasi sistem negara maju? Ya boleh sih, tapi kalau SDM kita masih mental gratisan tanpa mau bayar pajak tinggi atau disiplin dalam sistem, ya susah, bro.<br><br>    Gratis Tapi Harus Maksimal?<br>    Ini mah kayak lo minta mobil sport tapi gak mau bayar pajak kendaraan. Lo mau pendidikan dan kesehatan gratis tapi harus berkualitas tinggi? Dari mana duitnya, bos? Gratis itu artinya duit subsidi gede dari negara, dan kalau pemasukan negara masih ngos-ngosan, ya ujung-ujungnya sistemnya bakal ecek-ecek. Negara-negara yang berhasil kasih pendidikan dan kesehatan gratis itu punya pajak tinggi dan ekonomi kuat. Lo siap gaji lo kepotong pajak 30-40% kayak di negara maju? Kalau enggak, ya jangan ngarep gratis.<br><br>    Kesejahteraan Guru dan Nakes?<br>    Ini yang paling absurd sih. Lo mau guru dan nakes digaji tinggi kayak di Jepang, tapi di saat yang sama lo minta semuanya gratis? Loh, duitnya dari mana? Negara kayak Jepang aja bisa kasih gaji tinggi karena sistem pajaknya kuat dan masyarakatnya patuh bayar pajak. Sementara di Indonesia, bayar iuran BPJS aja masih banyak yang ogah, tapi kalau sakit maunya dapet pelayanan premium. Udah gitu, budaya “duit pelicin” di rumah sakit dan sekolah masih subur. Kalau sistem gratis tapi kesejahteraan tinggi, ya duitnya dari langit kali?<br><br>Kesimpulan?<br>Lo mau Indonesia maju? Bukan cuma dengan pendidikan dan kesehatan gratis, bro. Tapi mindset masyarakat juga harus di-upgrade dulu. Jangan mentalnya masih suka gratisaaan tapi maunya kualitas dunia pertama. Itu namanya mimpi di siang bolong. Indonesia bakal maju kalau sistemnya diperbaiki dulu, ekonomi stabil, pajak dikelola dengan bener, dan masyarakatnya punya mental kontribusi, bukan cuma nuntut gratisan tapi ogah berkontribusi. Jadi, realita dulu bos, baru ngomongin visi."
MieBlLblZxQ,Suaranya kadang keras kadang kecil minnn
MieBlLblZxQ,"suka bgt gw sama dokter tirta kalo misuh misuh bahas ginian, semua pekerjaan harus ada orang kaya dr tirta sih buat bilang &quot;lu gak bener!&quot;"
MieBlLblZxQ,Duet host Feri dan Coki merupakan host paling mematikan dalam mengulik bintang tamu 😂
MieBlLblZxQ,Pertanyaan gk templete kyak yg sudah²
MieBlLblZxQ,Orang cerdas semua ini
MieBlLblZxQ,Tiap menit harus naik turunin volume nehh
MieBlLblZxQ,Long story short*
MieBlLblZxQ,oh wow
MieBlLblZxQ,"Ini udh full volume hp gua, kenapa kedengeran nya masih kecill apa hp gua doang yang erorrr?"
MieBlLblZxQ,Daging SemuanCok
MieBlLblZxQ,"Baru kali ini gua ngerasa coki lebih pinter dr ferry, at least dalam hal komunikasi"
MieBlLblZxQ,Dari dulu kan Coki emang berbakat dan smart cerdas orgnya
MieBlLblZxQ,semua yang pernah ngobrol ama coki pasti ngakuin kalo level komunikasi coki di level yang lain
MieBlLblZxQ,Mksud gua cuma sesimpel si ferry kyk gk tau momen buat bercanda atau hal” yg cocok buat jadi jokes. Ada beberapa momen ferry mau becanda tp coki ngelurusin. Jatohnya jadi cringe
MieBlLblZxQ,Ferry agak beda ga si? Kaya ga nyambubg gitu
MieBlLblZxQ,"​@@oliveira9633ferry tipikal kritis bang,inget di awal dokter tirta bilang,buat jelasin ke ferry harus detail,karna dia kritis,ferry itu pinter,dr tirta pinter,coki juga pinter,tapi orang pinter yang kritis kayak ferry sama dr tirta,kalo ketemu pasti kayak gini,bukan karna gak nyambung,tapi dia tau kapabilitas masing masing,ferry tau dr tirta di bidang yang dibahas,makannya lebih banyak diam sama gak keliatan menonjol karna dia tau ada orang yang punya ilmu lebih di ruang itu buat bersuara soal ini,dan orang itu dari bidang yang sedang dibahas,coki itu pinter tapi keliatannya bukan tipikal yang kritis alias ikut alur aja,ini orang yang paling cocok ada di tengah ruangan yang diisi orang pinter,ngambil peran sebagai penengah,3 orang ini kombinasinya justru pas,ferry ngomong di bidang yang dia pahami dan dr tirta pun sama,makannya berkali kali dr tirta selalu bilang &quot;iyain&quot; atau &quot;setuju&quot; atau &quot;bener&quot; sama ferry karna dr tirta juga tau ferry kalo punya argumen selalu berdasarkan data dan kosong,bukan nggak nyambung atau kalah public speaking,tapi itu bentuk penguasaan diri yang positif dari ferry sama dr tirta juga termasuk coki yang bisa jadi penengah yang pas banget,keren ini justru 3 orang satu frame kalo menurut gue 😂"
MieBlLblZxQ,"Peng peng peng... Cipeng marah marah lagi😂😂😂 dr tirta ,terima kasih udah jogging dan edukasi kesehatan serta shoes"
MieBlLblZxQ,"<a href=""https://www.youtube.com/watch?v=MieBlLblZxQ&amp;t=2752"">45:52</a> pemuka agama ceramah soal jangan mengejar harta duniawi tapi pulang bawa Alphard + poligami"
MieBlLblZxQ,Kira&quot; ada gk ya dokter yg tersinggung nonton podcast ini?
MieBlLblZxQ,"Akar masalah terbesar adalah inkompetensi. <br><br>Pendidikan sebagai barrier gate diharapkan bisa mencetak sumber daya manusia yang Kompeten, apapun profesinya.<br><br>Terimakasih Malaka Project dan Dr. Tirta atas suguhan Podcast yang berani 🤝💥"
MieBlLblZxQ,dan integritas
MieBlLblZxQ,​@@arwahsapi semua orang kompeten pasti ada integritas...
MieBlLblZxQ,"Nextnya bahas BPJS secara sistem dokter, faskes, dan pasien dong bang. Gw masih bingung kenapa kualitasnya beda banget. Masa temen gw dikasih obat kulit tapi banyak banget resepnya 😂 giliran bayar ke rumah sakit cuman dikasih obat salep sama satu obat minum yang diminum 14 hari."
MieBlLblZxQ,"Btw yang sembuh yang bayar 😂 yang awal itu make BPJS, younolaya"
MieBlLblZxQ,"Visualnya memanjakan mata, tapi audionya mohon diupgrade"
